Pitcher_ID,Throwing_Hand,Throw_Cutter,Throw_Sinker,Count_Pitches,Max_Velocity,Max_Break,Diff_Velocity,Diff_Spin,Sim,Strikeout_Rate
1081,Right,Yes,No,3,92.449,10.156,10.05,1325.32,0.66971414,8.29
1082,Right,Yes,No,3,91.373,10.561,13.227,1036.23,0.5173274,8.21
1083,Right,Yes,No,3,96.883,11.347,16.91,1335.02,0.94287923,10.83
1084,Right,No,No,3,91.5,11.208,12.737,1030.18,0.3206625,6.07
1085,Left,No,No,4,95.39,9.424,9.69,1584.01,0.69581946,7.78
1086,Right,No,No,4,91.753,11.64,11.748,896.077,0.97106792,9.5
1087,Right,Yes,No,4,91.087,11.717,13.002,1188.65,0.98428232,9.64
1088,Left,No,No,5,91.093,10.839,12.158,1346.81,0.98761538,5.71
1089,Right,No,No,4,89.97,8.887,8.154,1509.7,0.31590361,9.49
1090,Right,No,Yes,2,92.956,9.243,10.171,1457.85,0.4391577,10.13
1091,Left,No,No,6,94.72,11.002,13.034,1188.48,0.99323806,7.89
1092,Right,No,No,5,95.212,9.895,13.363,1285.65,0.19497232,7.8
1093,Right,Yes,Yes,3,93.199,11.454,12.932,1046.37,0.23030672,10.26
1094,Left,No,No,6,93.122,12.501,13.911,1367.54,0.5534515,7.09
1095,Right,Yes,Yes,2,94.783,9.806,10.492,1483.93,0.91521119,11.11
1096,Right,No,No,5,94.247,10.582,12.977,1535.2,0.03960385,6.98
1097,Left,No,No,3,94.795,7.889,5.172,1501.88,0.85171781,10.06
1098,Right,No,No,4,91.396,10.369,11.295,1017.69,0.40623216,7.59
1099,Left,No,No,5,91.666,12.322,14.576,1045.84,0.17927322,5.85
1100,Right,Yes,Yes,4,95.214,10.524,12.299,1619.44,0.4414505,8.2
1101,Left,No,No,5,95.01,11.535,13.777,1300.28,0.08141728,8.81
1102,Right,Yes,Yes,2,92.175,10.734,11.669,952.513,0.27141803,10.07
1103,Right,No,No,3,95.325,9.668,12.447,1046.36,0.51505393,10.2
1104,Right,No,No,3,91.764,10.488,11.248,1217.96,0.55240621,7.14
1105,Right,No,No,5,91.762,12.652,15.661,1335.35,0.92553835,8.4
1106,Right,No,No,3,93.815,11.999,14.297,1300.51,0.49332605,8.74
1107,Right,No,No,4,96.052,10.586,14.002,1556.89,0.44918268,9.78
1108,Left,No,No,4,94.935,9.553,11.911,1251.29,0.63043623,9.27
1109,Right,No,No,3,90.012,9.308,6.767,1044.53,0.39526966,5.42
1110,Right,No,No,5,90.661,10.933,11.879,813.14,0.82613296,8.95
1111,Right,No,No,3,93.79,11.298,11.922,1115.24,0.99284171,9.07
1112,Right,Yes,Yes,3,93.369,12.045,15.163,897.141,0.75530199,7.57
1113,Right,No,No,3,92.073,10.596,12.713,1391.88,0.11831331,8.25
1114,Left,No,No,2,89.962,10.794,12.23,1233.58,0.14823147,8.52
1115,Right,No,No,3,94.951,8.812,8.968,1367.43,0.76325051,8.55
1116,Right,No,Yes,4,93.467,11.93,13.053,786.778,0.27245208,8.18
1117,Right,No,No,4,91.564,11.157,11.781,1128.45,0.19505561,9.16
1118,Left,No,No,5,92.239,10.496,10.946,1264.95,0.81463246,6.99
1119,Right,Yes,No,2,93.957,9.068,10.733,1553.12,0.08625899,10.41
1120,Right,No,No,3,94.905,11.178,12.496,887.818,0.83929322,9.29
1121,Right,No,No,3,90.664,12.354,13.91,891.929,0.31447093,9.97
1122,Left,No,No,4,93.461,11.213,13.108,1052.83,0.83183035,9.49
1123,Right,Yes,Yes,3,90.687,12.252,13.22,1139.21,0.58319443,8.23
1124,Right,No,No,5,92.347,13.027,15.631,1071.74,0.83731453,5.98
1125,Left,No,No,4,94.466,11.78,14.373,1100.42,0.3360018,7.41
1126,Right,Yes,Yes,3,95.621,11.772,12.992,988.683,0.1510183,8.21
1127,Right,Yes,No,3,93.833,10.185,10.316,757.011,0.7523536,9.27
1128,Left,No,No,5,91.842,11.135,10.251,1018.44,0.61303132,7.9
1129,Right,No,No,3,95.738,9.611,11.031,1464.87,0.23009344,9.44
1130,Right,No,No,5,93.247,11.61,13.289,1252.74,0.17455774,7.53
1131,Right,No,No,3,92.932,10.718,11.642,1349.2,0.19452759,8.58
1132,Left,No,No,5,91.894,13.715,18.316,1321.41,0.20834735,6.96
1133,Right,Yes,Yes,3,93.81,9.498,11.196,1398.89,0.34363012,8.5
1134,Right,No,No,3,91.787,11.143,12.219,806.231,0.88753304,7.56
1135,Right,No,No,4,91.322,9.352,10.612,1555.56,0.33021575,7.33
1136,Left,No,No,5,91.265,13.697,15.04,1013.52,0.36399507,7.82
1137,Left,No,No,3,90.577,13.233,15.6,987.668,0.52099174,8.25
1138,Right,Yes,Yes,3,92.166,12.015,15.148,1310.47,0.11227819,10.49
1139,Left,No,No,4,92.644,10.149,9.476,905.401,0.70495143,8.57
1140,Right,No,No,3,94.349,9.494,10.168,1328.08,0.22743108,9.51
1141,Right,No,No,6,91.983,12.322,15.011,2062.23,0.0304769,7.74
1142,Right,No,No,4,92.148,12.253,13.874,1230.07,0.39526895,8.2
1143,Right,No,No,4,91.496,12.17,11.409,1083.55,0.64726239,8.73
1144,Right,No,No,5,92.637,10.088,12.223,1574.56,0.64784468,6.24
1145,Right,No,No,5,90.961,14.954,18.399,1640.64,0.09968449,6.1
1146,Right,Yes,No,3,94.069,11.09,13.153,1251.51,0.0285733,8.02
1147,Right,No,No,3,93.387,10.685,11.759,1236.23,0.69558575,9.31
1148,Right,No,No,3,94.299,8.291,7.545,1393.38,0.64274954,8.85
1149,Left,No,No,5,94.444,10.475,13.027,1554.46,0.96730715,9.08
1150,Right,Yes,Yes,3,96.198,10.593,12.716,1294.74,0.72825143,9.03
1151,Right,No,No,4,95.256,9.036,9.174,1444.02,0.81899429,10.24
1152,Right,No,No,4,93.225,14.084,17.707,954.752,0.1499356,7.55
1153,Right,No,No,3,95.697,8.067,9.411,1334.59,0.09871561,8.5
1154,Right,No,No,3,96.127,9.563,13.638,1373.76,0.70236377,8.28
1155,Right,No,No,4,94.254,13.655,15.263,1182.13,0.85327448,10.94
1156,Right,No,No,3,91.332,9.908,9.014,1610.09,0.93817807,8.67
1157,Left,No,No,6,89.508,14.002,14.889,953.143,0.28929209,4.48
1158,Right,No,No,3,92.494,10.278,11.111,1527.14,0.14776873,5.61
1159,Right,Yes,No,2,97.499,6.004,5.658,1666.01,0.80926306,9.89
1160,Right,Yes,No,3,93.384,10.679,12.407,1329.7,0.73602096,10.24
1161,Right,No,No,3,94.081,11.172,13.377,1318.48,0.25614125,8.66
1162,Right,No,No,5,90.06,9.5,10.215,1664.97,0.45932021,7.13
1163,Left,No,No,5,91.202,9.934,9.833,1006.28,0.4416448,7.4
1164,Right,No,No,4,91.366,11.309,13.098,1404.5,0.78462518,5.86
1165,Right,No,No,3,93.309,7.451,8.7,1122.92,0.63771175,10.18
1166,Right,No,No,4,93.034,11.914,12.484,1016.83,0.84754899,7.96
1167,Left,No,No,5,90.893,12.663,12.543,996.95,0.60995933,7.45
1168,Right,No,No,5,92.935,12.913,17,1399.78,0.70068046,7.02
1169,Right,No,No,6,93.771,11.186,12.998,1598.69,0.22544811,7.32
1170,Right,No,No,5,90.941,12.275,15.636,1230.45,0.52889207,5.54
1171,Left,No,No,5,92.034,12.765,14.886,730.419,0.4989868,6.18
1172,Left,No,No,3,92.997,12.669,17.274,956.531,0.25190794,11.69
1173,Left,No,No,3,96.254,10.59,11.423,1007.64,0.61769058,8.63
1174,Right,Yes,No,5,92.266,12.275,15.033,1591.32,0.38699166,6.89
1175,Right,Yes,Yes,2,97.975,8.562,11.136,1342.83,0.88621665,9.05
1176,Left,No,No,4,95.753,11.767,12.96,1282.77,0.33487424,9.14
1177,Right,No,No,4,92.981,10.468,14.226,1396.56,0.84875924,10.18
1178,Right,Yes,No,3,95.78,10.866,13.823,1068.88,0.69386607,11.6
1179,Left,No,No,3,95.335,11.08,10.319,952.484,0.89396315,8.02
1180,Right,Yes,Yes,3,92.156,12.322,13.481,1187.68,0.49724692,5.97
1181,Right,No,No,5,95.588,10.474,12.61,1192.81,0.13385758,7.69
1182,Right,Yes,Yes,3,95.193,9.428,10.867,1276.47,0.88235978,8.59
1183,Right,No,No,3,94.152,10.047,9.724,1216.34,0.65523815,10.51
1184,Right,No,No,3,92.815,10.352,12.034,1216.33,0.70229172,6.39
1185,Right,No,No,3,89.376,9.689,9.073,1316.93,0.97665436,7.4
1186,Right,No,No,3,94.9,10.906,11.444,1454.35,0.41000664,8.12
1187,Left,No,No,5,86.645,14.456,13.712,1225.57,0.72402634,5.76
1188,Right,No,No,4,91.559,11.073,12.501,1173.07,0.65455595,8.98
1189,Left,No,No,4,95.033,9.337,9.989,1671.42,0.7733638,8.87
1190,Right,No,No,5,88.983,10.976,11.214,1349.89,0.11720709,4.55
1191,Right,No,No,5,91.077,12.553,12.287,1345.04,0.79841818,6.98
1192,Right,Yes,Yes,5,91.592,13.747,17.296,1345.03,0.23185948,7.38
1193,Left,No,No,5,92.874,11.137,13.409,1418.94,0.20783688,7.35
1194,Right,Yes,Yes,2,95.472,10.943,13.039,1573.32,0.5972961,9.88
1195,Right,Yes,No,2,95.016,7.912,8.036,1212.35,0.82249481,12.68
1196,Right,No,No,3,97.217,9.819,11.074,1403.74,0.87237141,10.99
1197,Right,Yes,Yes,3,93.394,11.876,12.444,799.008,0.97518944,9.03
1198,Right,No,No,3,94.434,11.385,14.669,1197.28,0.33689058,10.26
1199,Right,No,No,4,91.616,11.948,13.665,1114.1,0.29694274,7.94
1200,Right,Yes,No,4,94.055,9.687,12.108,1061.53,0.32511932,8.81
1201,Right,No,No,4,94.176,10.614,12.444,1068.73,0.24013053,9.67
1202,Right,No,No,4,91.523,11.718,14.646,1089.99,0.35904683,8.49
1203,Right,Yes,No,2,93.139,10.232,12.696,1466.29,0.46037398,11.4
1204,Right,Yes,Yes,3,88.58,11.071,11.419,1380.4,0.5380337,7.76
1205,Right,Yes,Yes,4,94.236,9.173,7.064,1073.57,0.35110819,7.06
1206,Right,Yes,No,4,93.086,11.734,13.788,1193.15,0.34977065,10.45
1207,Right,Yes,Yes,2,95.012,11.421,14.133,1320.85,0.83527501,9.1
1208,Right,Yes,No,3,91.924,11.587,12.377,1258.64,0.41338745,8.56
1209,Left,No,No,6,88.777,11.282,12.144,1479.11,0.05325598,5.98
1210,Left,No,No,5,93.333,8.898,8.795,1322.26,0.73586617,7.8
1211,Right,Yes,Yes,3,96.479,9.712,12.197,1735.49,0.82787791,13.53
1212,Left,No,No,5,92.841,11.397,13.972,984.794,0.77954182,9.3
1213,Right,No,No,3,94.108,9.277,10.689,997.946,0.21782618,10.1
1214,Right,Yes,Yes,4,96.58,9.08,11.637,1716.23,0.33240006,7.48
1215,Right,No,No,4,92.692,10.886,12.989,1500.57,0.33569473,10.17
1216,Right,Yes,No,4,94.94,9.395,9.801,712.09,0.33207296,7.32
1217,Left,No,No,3,94.361,7.478,7.645,1605.79,0.02200286,8.91
1218,Right,No,No,4,91.874,8.739,8.414,1403.03,0.32806328,9.08
1219,Right,No,No,5,95.062,10.396,11.831,1504.51,0.35002879,7.33
1220,Left,No,No,5,89.644,12.718,14.778,1153.11,0.00235432,8.3
1221,Right,No,No,3,93.341,12.921,13.902,1018.52,0.06403333,9.09
1222,Right,No,No,4,94.553,9.496,10.528,1452.16,0.23110849,7.2
1223,Right,No,No,5,91.233,12.114,13.991,1424.34,0.71551592,7.93
1224,Right,No,No,4,93.853,8.545,8.952,1791.08,0.73864013,7.92
1225,Right,Yes,Yes,3,94.501,10.271,8.373,1265.36,0.31827632,9.57
1226,Left,No,No,2,92.819,9.173,8.443,1039.82,0.48830229,9.91
1227,Right,Yes,Yes,3,92.864,12.645,13.76,894.844,0.92848949,11.02
1228,Right,Yes,Yes,3,90.851,9.57,8.332,976.58,0.29944923,8.1
1229,Left,No,No,3,93.641,10.546,14.642,1229.82,0.64803124,8.54
1230,Right,No,No,3,93.444,11.532,14.333,1094.66,0.42559388,10.42
1231,Right,No,No,2,93.765,10.936,12.313,1226.3,0.42150256,9.69
1232,Right,No,Yes,4,96.046,11.697,13.72,1179.21,0.13303974,8.02
1233,Right,No,No,2,91.034,10.62,10.335,689.148,0.16784268,7.49
1234,Right,No,No,5,90.506,11.366,12.36,1042.94,0.35556711,5.45
1235,Right,No,No,4,93.229,10.814,11.795,1438.45,0.23257235,6.25
1236,Right,No,No,4,92.688,10.782,13.201,1392.57,0.32835434,5.71
1237,Right,Yes,No,4,91.215,11.757,13.773,1564.38,0.72879063,9.61
1238,Right,No,Yes,3,89.836,12.621,12.368,879.151,0.87113259,8.24
1239,Right,Yes,Yes,3,93.05,10.923,12.87,1502.12,0.47960586,9.25
1240,Right,Yes,Yes,4,94.63,11.625,12.952,901.123,0.79351735,9.64
1241,Right,No,No,3,92.568,11.457,11.249,1027.82,0.1833598,9.12
1242,Left,No,No,3,95.521,8.414,8.613,1104.84,0.33002412,9.36
1243,Right,No,No,3,92.943,10.898,12.584,1013.32,0.75354526,8.31
1244,Right,Yes,Yes,2,92.094,8.79,9.396,1462.23,0.35628535,9.93
1245,Right,Yes,Yes,3,90.238,13.554,13.272,1489.95,0.61626954,7.78
1246,Right,No,No,3,91.052,11.692,13.193,1213.67,0.29135029,8.6
1247,Left,No,No,5,93.113,11.331,12.874,1276.1,0.2844363,3.96
1248,Left,No,No,4,91.675,11.18,11.843,1288.8,0.68359664,5.63
1249,Right,No,No,4,93.167,10.702,12.329,1164.45,0.62626156,8.56
1250,Left,No,No,4,93.147,9.937,12.453,1067.94,0.97480772,8.75
1251,Left,No,No,6,93.313,10.779,12.727,1548.43,0.58582273,6.44
1252,Right,No,No,6,91.572,12.465,13.091,1302.14,0.77049713,7.83
1253,Left,No,No,4,92.615,10.431,12.167,1056.95,0.04905059,7.53
1254,Right,No,No,4,90.239,8.441,9.709,1376.23,0.7623425,6.51
1255,Left,No,No,3,94.18,11.735,14.257,1280.43,0.18486272,7.72
1256,Left,No,No,3,91.52,11.16,11.565,1055.14,0.21246333,7.01
1257,Left,No,No,4,94.061,10.296,12.399,637.148,0.68950823,6.77
1258,Right,No,No,4,92.069,8.623,8.303,1310.26,0.9086827,10.6
1259,Right,No,No,3,92.511,8.259,8.338,1474.26,0.9666672,7.06
1260,Left,No,No,4,92.352,12.789,13.63,1469.4,0.32493716,7.45
1261,Right,No,No,3,92.231,8.75,8.601,1288.49,0.09543069,7.81
1262,Right,Yes,Yes,3,94.869,10.464,11.006,1350.79,0.54238958,9.17
1263,Right,Yes,No,4,92.158,10.811,10.291,1255.38,0.79214832,8.59
1264,Right,Yes,Yes,3,93.187,10.408,12.136,1251.95,0.35049269,8.16
1265,Right,No,No,4,91.217,11.305,13.976,1496.49,0.07150728,7.85
1266,Right,No,No,4,90.537,14.625,13.916,843.625,0.63048381,7.64
1267,Left,No,No,2,93.255,11.323,13.164,1126.67,0.12523332,9.63
1268,Left,No,No,5,92.199,10.865,10.832,1032.85,0.42908638,8.04
1269,Right,No,No,4,89.822,11.283,11.229,1134.29,0.46131843,6.89
1270,Right,No,No,4,92.775,11.45,13.132,911.284,0.34428472,7.45
1271,Right,No,No,3,92.485,9.501,8.426,945.331,0.69006135,7.75
1272,Right,Yes,Yes,4,94.283,10.82,12.214,1211.71,0.5571091,9.15
1273,Right,No,No,5,90.987,11.124,9.58,1232.58,0.24227303,7.27
1274,Left,No,No,5,93.313,11.745,12.672,1285.77,0.90849258,8.17
1275,Right,No,No,3,93.246,10.418,11.342,1130.6,0.95337934,7.98
1276,Right,No,No,3,94.744,8.527,8.187,1710.33,0.7288644,10.16
1277,Right,Yes,Yes,4,94.19,10.994,14.729,1393.93,0.75463105,7.83
1278,Right,No,No,5,96.406,11.258,14.33,1265.77,0.2013633,9.45
1279,Right,No,No,4,94.881,12.173,15.563,1364.11,0.32277971,9.31
1280,Right,No,No,4,93.392,9.823,11.595,1582.79,0.49316746,8.71
1281,Right,Yes,No,2,94.027,9.121,9.82,1103.86,0.99535473,10.96
1282,Left,No,No,4,92.322,12.869,14.129,651.102,0.42935594,8.31
1283,Right,No,No,3,93.631,10.488,10.989,965.134,0.52560656,8.18
1284,Left,No,No,4,92.728,8.865,9.279,1501.53,0.0075639,7.92
1285,Right,No,No,2,93.745,10.616,13.681,1474.93,0.69672966,10.63
1286,Right,No,No,3,94.768,9.891,11.343,1407.33,0.28683526,6.68
1287,Right,No,No,3,91.946,11.794,11.28,1261.98,0.19125884,7.73
1288,Left,No,No,3,93.358,10.229,9.75,964.999,0.75245608,10.85
1289,Right,No,No,5,90.205,10.749,9.819,1138.09,0.25771237,7.29
1290,Left,No,No,3,93.731,9.68,11.043,1297.23,0.00965149,8.67
1291,Right,Yes,No,3,94.49,10.257,10.67,923.864,0.3201736,10.58
1292,Right,No,No,3,92.809,11.324,14.006,1339.31,0.72019911,9.54
1293,Right,Yes,No,3,90.613,9.134,9.665,1534.3,0.75369958,7.74
1294,Right,No,Yes,2,94.261,9.631,10.379,1325.14,0.08591459,8.42
1295,Right,No,No,4,95.406,11.706,15.526,1400.96,0.95754126,10.83
1296,Right,Yes,No,4,93.033,10.861,14.592,1405.88,0.20357011,8.65
1297,Right,Yes,Yes,3,92.314,9.739,9.853,905.115,0.77878564,8.96
1298,Right,No,No,4,93.677,10.474,9.979,1480.78,0.85616335,7.67
1299,Right,No,No,4,94.404,12.067,12.974,1286.42,0.02745271,9.14
1300,Left,No,No,4,95.022,10.883,13.831,1413.74,0.72837372,7.76
1301,Right,No,Yes,2,93.278,7.776,9.118,1292.34,0.59651534,7.46
1302,Left,No,No,2,96.582,8.688,10.02,1450,0.18848529,11.98
1303,Left,No,No,4,91.109,10.795,9.126,1082.09,0.07944299,9.02
1304,Right,No,No,3,93.752,10.367,11.085,1284.56,0.02919234,10.85
1305,Right,Yes,No,3,93.803,13.26,15.853,1186.68,0.34004727,8.54
1306,Right,No,No,3,94.506,7.514,7.245,1219.17,0.89885703,7.71
1307,Right,Yes,No,2,93.798,8.274,7.02,1354.62,0.00886804,9.25
1308,Right,No,No,6,90.222,12.805,14.873,1007.51,0.12443606,6.27
1309,Right,No,No,2,93.49,10.836,13.153,960.101,0.86399191,9.41
1310,Right,No,No,5,92.735,11.045,13.27,1074.25,0.96504039,7.73
1311,Right,No,No,4,92.391,11.275,12.083,1005.48,0.35783054,6.2
1312,Right,No,No,5,90.964,9.242,11.244,1439.9,0.83981121,7.04
1313,Right,Yes,No,4,95.572,11.59,15.711,1238.97,0.5168658,7.87
1314,Right,Yes,No,4,89.927,12.003,13.036,1578.3,0.95427521,7.53
1315,Right,No,No,4,90.609,9.912,11.953,1788.82,0.52691924,7.53
1316,Right,No,No,5,89.902,13.982,13.025,1105.76,0.83434527,7.42
1317,Right,Yes,No,4,92.451,9.243,10.919,1582.18,0.44200768,7.74
1318,Right,Yes,No,3,91.473,12.743,13.908,1140.36,0.49093363,10.25
1319,Right,No,No,5,91.502,10.815,13.129,1405.01,0.20343276,5.45
1320,Left,No,No,4,91.956,10.53,13.171,1588.81,0.44980645,8.03
1321,Right,No,No,4,93.679,11.573,14.969,808.623,0.76185172,9.81
1322,Left,No,No,3,94.181,7.84,5.509,1364.61,0.67014683,10.23
1323,Right,No,No,4,91.62,11.473,12.575,873.439,0.03312922,8.34
1324,Right,No,No,3,90.065,11.11,9.778,1103.21,0.90710832,7.35
1325,Right,Yes,No,4,90.534,12.644,11.415,646.692,0.91335068,8.81
1326,Left,No,No,6,92.554,12.409,15.873,1309.95,0.62768304,7.98
1327,Right,Yes,Yes,3,91.708,12.429,14.416,1114.99,0.11131148,9.31
1328,Right,No,No,6,94.397,11.025,15.14,1423.28,0.68736014,7.62
1329,Right,No,Yes,3,94.519,11.6,17.16,1615.99,0.90844646,12.09
1330,Right,No,Yes,4,92.967,10.642,11.233,1659.88,0.12439026,8.85
1331,Right,Yes,No,3,96.533,10.916,12.678,1239.39,0.17240963,8.99
1332,Right,Yes,Yes,4,94.059,10.112,10.432,1238.37,0.9319367,8.98
1333,Right,Yes,No,2,92.144,9.415,8.368,1342.98,0.44493429,11.67
1334,Right,No,No,4,92.482,12.329,14.487,1125.66,0.98282555,8.28
1335,Right,No,No,3,91.911,9.427,9.252,1603.77,0.13929025,8.52
1336,Right,No,No,4,93.701,10.813,10.351,1151.33,0.89327411,8.41
1337,Right,No,No,4,93.174,13.106,16.576,766.802,0.68133577,10.78
1338,Right,Yes,Yes,3,90.232,13.19,13.894,1232.78,0.04561617,7.75
1339,Right,Yes,No,4,90.797,11.209,10.864,1052.31,0.75487875,8.2
1340,Right,No,Yes,4,95.857,10.891,14.057,1109.97,0.16750763,8.25
1341,Right,No,No,3,92.63,10.259,12.304,1368.12,0.81270043,8.13
1342,Right,No,No,4,90.191,11.524,13.334,1530.37,0.71032178,5.72
1343,Left,No,No,6,91.326,10.604,10.653,1047.2,0.12159331,4.53
1344,Right,No,No,3,93.737,10.671,15.186,1452.21,0.12397666,8.06
1345,Left,No,No,5,93.035,11.566,14.366,1048.69,0.59193967,6.98
1346,Right,No,No,4,89.682,13.803,16.281,1260.92,0.60546216,8.21
1347,Right,No,No,3,95.71,9.481,9.13,1347.86,0.17122639,8.79
1348,Right,No,No,3,94.923,10.438,10.288,935.446,0.90799326,8.93
1349,Right,No,Yes,4,91.155,15.323,19.181,764.716,0.69917072,8.06
1350,Right,No,No,3,92.014,12.062,12.858,1281.38,0.78541195,9.04
1351,Left,No,No,4,94.323,11.154,12.689,1115.08,0.97898672,7.09
1352,Right,No,No,4,90.089,12.836,15.917,1139.32,0.68273867,5.64
1353,Left,No,No,5,93.995,11.442,12.535,869.401,0.08711419,9.82
1354,Left,No,No,4,90.386,12.283,13.766,1382,0.95015391,7.89
1355,Right,Yes,No,2,95.906,9.831,11.642,1023.17,0.20469611,12.96
1356,Right,No,No,5,90.748,10.828,10.233,1040.72,0.43492529,6.07
1357,Right,No,No,3,90.336,10.951,9.941,1118.29,0.090378,8.36
1358,Left,No,No,4,96.049,11.169,13.023,1230.52,0.24849851,8.78
1359,Left,No,No,4,92.513,9.991,11.042,1380.85,0.69475794,8.26
1360,Left,No,No,5,95.897,11.379,15.161,1392.8,0.19615615,9.57
1361,Right,No,No,3,91.016,9.99,11.729,1281.73,0.5459809,9.7
1362,Right,Yes,Yes,2,96.249,11.232,14.585,935.188,0.16702809,9.67
1363,Left,No,No,6,90.695,12.73,13.94,867.112,0.07744834,5.34
1364,Right,No,No,4,92.863,11.706,14.955,1475.46,0.21092126,8.6
1365,Right,No,No,6,91.138,11.653,13.574,1390.84,0.13980571,7.26
1366,Right,No,No,5,87.851,11.624,10.153,1068.66,0.23829901,7.83
1367,Left,No,No,5,93.208,12.891,18.08,942.862,0.28833184,6.19
1368,Right,No,No,5,96.521,10.741,15.093,1466.35,0.14066354,8.23
1369,Right,No,No,4,96.853,10.612,13.347,640.788,0.64152974,10.92
1370,Left,No,No,4,94.161,9.677,10.226,1285.54,0.87851029,7.62
1371,Left,No,No,4,94.8,10.889,11.217,1550.23,0.87819753,9.17
1372,Right,No,No,5,93.351,12.936,18.859,1412.75,0.55099133,8.77
1373,Right,No,No,3,92.1,11.908,13.412,1481.55,0.57861399,9.65
1374,Right,Yes,Yes,3,89.737,10.614,9.452,1134.06,0.89006029,8.86
1375,Right,No,No,5,91.531,12.014,15.247,1376.37,0.47071539,9.27
1376,Right,No,No,5,92.464,9.13,9.987,1229.33,0.91108873,7.06
1377,Right,No,No,2,97.716,9.342,11.572,1887.19,0.63303806,11.92
1378,Right,No,No,6,91.758,12.889,17.082,1402.98,0.81480218,6.08
1379,Right,Yes,No,5,91.804,12.909,16.474,1327.84,0.94792965,9.21
1380,Right,No,No,4,91.527,10.914,12.067,1390.63,0.11472541,8.15
1381,Right,No,No,4,93.423,10.742,11.282,1214.16,0.2123276,6.21
1382,Right,No,No,4,92.216,11.593,12.97,1575.83,0.89652424,6.18
1383,Right,No,No,4,93.655,11.986,16.287,1625.8,0.69381431,6.86
1384,Right,No,No,4,91.855,10.125,10.941,1217.31,0.68548461,7.87
1385,Right,No,No,5,95.098,13.046,16.707,1409.51,0.93066146,8.05
1386,Right,No,No,3,93.484,10.832,12.521,1227.72,0.15205597,7.87
1387,Right,No,No,3,94.104,10.224,12.358,1110.55,0.19446034,10.56
1388,Left,No,No,5,94.635,10.328,12.446,1583.09,0.16321761,9.29
1389,Right,No,No,5,91.695,12.315,12.524,1071.8,0.35850685,7.85
1390,Right,Yes,Yes,2,92.112,8.839,8.64,1319.51,0.41751602,9.22
1391,Right,Yes,Yes,5,94.759,12.142,13.693,908.51,0.80772674,6.31
1392,Right,Yes,Yes,2,93.216,10.16,11.964,1606.32,0.99935676,10.48
1393,Right,Yes,Yes,2,93.229,10.85,11.962,1309.61,0.74706647,8.08
1394,Right,No,No,4,93.774,8.915,10.125,1487.41,0.29885112,8.4
1395,Right,Yes,Yes,2,94.49,9.519,8.924,1395.4,0.46290209,10.41
1396,Right,Yes,No,2,93.465,10.296,12.999,1291.64,0.23527909,9.53
1397,Right,No,No,3,90.398,9.635,9.994,1167.59,0.12598286,7.82
1398,Right,No,No,5,89.925,12.63,16.217,737.685,0.45169587,6.89
1399,Right,No,No,4,94.087,11.131,13.339,1015.65,0.92191588,10.39
1400,Right,Yes,No,3,90.32,12.025,13.663,774.658,0.57504499,7.61
1401,Right,Yes,No,3,94.17,10.886,12.756,1212.66,0.85767441,9.65
1402,Left,No,No,6,93.947,11.092,14.105,1166.56,0.73300295,5.58
1403,Right,No,No,4,94.445,12.335,13.999,1381.72,0.88823086,11.78
1404,Right,No,No,4,91.551,13.817,18.419,1168.45,0.63932266,6.67
1405,Left,No,No,5,95.744,10.541,14.412,1146.26,0.5290287,6.88
1406,Left,No,No,3,93.884,10.536,13.054,1205.07,0.71408225,10.3
1407,Right,No,No,4,93.957,9.495,11.727,1323.09,0.23497607,9.05
1408,Right,Yes,Yes,2,94.574,10.319,10.473,969.238,0.38229156,9.97
1409,Right,Yes,Yes,3,91.434,11.97,12.093,1123.4,0.67719451,7.54
1410,Left,No,No,3,95.695,10.749,12.801,1383.57,0.70775726,8.81
1411,Right,Yes,Yes,4,92.455,12.191,15.108,1206.54,0.684613,7.4
1412,Right,Yes,No,3,93.737,9.663,14.589,1428.82,0.13612442,8.77
1413,Left,No,No,4,91.315,11.578,11.178,906.873,0.16733257,8.25
1414,Right,No,No,4,89.807,13.133,15.257,1185.13,0.15614802,7.84
1415,Right,Yes,Yes,5,91.127,14.219,13.568,816.462,0.98324865,6.4
1416,Right,No,No,4,94.977,7.784,6.478,1587.36,0.83331777,11.02
1417,Right,Yes,No,2,94.871,9.883,12.349,1101.78,0.8746767,11.83
1418,Right,No,No,4,92.706,12.347,14.891,1114.72,0.03900682,9.63
1419,Left,No,No,5,90.91,12.586,15.747,1049.27,0.01466295,6.18
1420,Right,Yes,Yes,2,93.948,9.154,9.43,1215.79,0.09119672,8.48
1421,Right,Yes,No,3,91.541,11.892,11.896,1116.28,0.77364534,7.4
1422,Left,No,No,3,96.801,9.996,12.332,1193.21,0.23588776,8.22
1423,Left,No,No,4,93.022,9.759,8.87,1018.53,0.36245116,6.89
1424,Right,No,No,2,91.878,8.412,6.955,1163.01,0.16566838,9.9
1425,Left,No,No,5,90.473,9.967,7.156,914.728,0.3153624,8.12
1426,Right,No,No,3,93.145,12.461,15.362,1253.23,0.69247916,7.29
1427,Right,No,No,4,90.967,9.963,11.223,1331.84,0.78538305,7.72
1428,Right,No,No,2,93.61,10.132,13.007,1035.03,0.25632909,10.49
1429,Right,No,No,3,93.809,10.745,13.28,983.384,0.08889246,7.75
1430,Right,Yes,Yes,3,91.082,11.394,12.297,1241.53,0.92638466,8.19
