Item_ID,Item_Weight,Low_Fat_Content,Item_Visibility,Drink,Max_Retail_Price,Store_Built,Large_Size_Store,Item_Sales,sim
1200,9.5,No,0.035,No,8.43,1987,Yes,1022.6688,0.921
1201,8.4,Yes,0.017,Yes,9.89,1987,Yes,3744.4592,0.71
1202,5.4,Yes,0.026,No,11.96,2009,Yes,480.7076,0.573
1203,7.4,No,0.014,No,12.13,1987,Yes,969.4048,0.944
1204,20.1,No,0.054,No,7.57,1987,Yes,2720.4588,0.93
1205,12,Yes,0.034,No,9.09,1997,No,4527.44,0.333
1206,21.3,Yes,0.01,No,9.28,2004,No,3123.9336,0.596
1207,12.2,Yes,0.022,No,8.18,2009,Yes,2311.6576,0.919
1208,20,No,0.028,No,2.28,1999,No,452.744,0.397
1209,6.7,No,0.03,No,3.29,1997,No,856.8846,0.834
1210,7.9,Yes,0.017,No,2.5,1987,Yes,149.805,0.527
1211,17.6,Yes,0.056,No,2.14,1999,Yes,293.6178,0.333
1212,19,Yes,0.13,No,9.51,1999,Yes,5105.3544,0.465
1213,13.4,Yes,0,No,3.88,1997,No,986.7156,0.573
1214,8.6,Yes,0.09,No,5.65,1997,No,458.0704,0.791
1215,9,Yes,0.082,No,10.67,1997,No,1935.4806,0.268
1216,4.6,Yes,0.123,Yes,8.62,1999,Yes,1569.9564,0.938
1217,17.6,Yes,0.049,No,5.64,1999,Yes,1717.764,0.194
1218,11.7,Yes,0.041,No,9.41,1999,Yes,1304.968,0.793
1219,19.1,Yes,0.067,No,2.1,1999,Yes,784.3124,0.273
1220,9,Yes,0.032,No,4.98,2004,No,1922.8304,0.979
1221,15,Yes,0.058,No,2.2,1987,Yes,633.8416,0.638
1222,6.2,Yes,0.072,No,5.97,1999,Yes,1205.098,0.408
1223,20.2,No,0.118,No,9.87,1999,Yes,3338.987,0.228
1224,20.7,Yes,0.049,No,1.94,1987,Yes,227.7036,0.208
1225,20.3,Yes,0.059,No,12.25,2009,Yes,4680.574,0.804
1226,7.7,Yes,0.032,No,5.89,1987,Yes,695.0952,0.669
1227,13.4,Yes,0.091,No,7.47,2004,No,4514.124,0.039
1228,19,No,0.103,No,11.31,1987,Yes,3169.208,0.892
1229,14.2,Yes,0.021,No,6.21,1997,No,2490.092,0.376
1230,20.9,No,0.062,No,4.41,2004,No,1151.1682,0.528
1231,16.7,Yes,0.027,No,12.42,2009,Yes,6439.6176,0.385
1232,7.9,No,0.095,No,5.23,1997,No,1845.5976,0.141
1233,7.7,Yes,0.052,No,3.9,1987,Yes,934.7832,0.064
1234,7.1,No,0.056,No,11.25,1999,Yes,2684.5056,0.435
1235,8.5,Yes,0.027,Yes,7.59,1999,Yes,2439.4912,0.382
1236,12.1,Yes,0.021,No,7.48,2009,Yes,2227.101,0.693
1237,14.8,Yes,0.081,No,9.62,1997,No,5159.2842,0.782
1238,20.8,Yes,0.021,Yes,7.68,2009,Yes,1366.2216,0.394
1239,13.5,No,0.068,No,2.93,2009,Yes,711.0744,0.433
1240,12.4,No,0.187,No,3.93,2009,Yes,1004.0264,0.911
1241,16.2,Yes,0.019,Yes,7.79,2004,No,2025.3636,0.669
1242,7.3,Yes,0.014,No,5.91,2009,Yes,1864.24,0.269
1243,6.7,Yes,0.088,No,6.34,1999,Yes,1907.517,0.191
1244,13.4,Yes,0.048,No,10.95,1997,No,5660.6316,0.903
1245,17.4,Yes,0.056,No,4.99,2004,No,607.2096,0.838
1246,18.3,Yes,0.089,No,9.87,2004,No,2740.4328,0.518
1247,8.2,Yes,0.047,No,2.39,1999,Yes,640.4996,0.631
1248,7.5,Yes,0.051,No,6.11,1997,No,1960.1152,0.783
1249,12.7,Yes,0.035,No,11.53,2004,No,2067.309,0.053
1250,14.3,Yes,0.13,No,3.86,2004,No,231.6984,0.924
1251,20.3,Yes,0.059,No,12.28,1987,Yes,1724.422,0.322
1252,19.2,Yes,0.183,No,12.15,1999,Yes,3615.294,0.758
1253,19.8,No,0.018,No,8.99,1999,Yes,2696.49,0.945
1254,14.4,Yes,0.081,No,3.96,1987,Yes,719.064,0.733
1255,15.2,Yes,0,No,2.39,1999,Yes,437.4306,0.589
1256,5.8,No,0,No,12.83,1999,Yes,2050.664,0.391
1257,5.6,No,0.057,No,3.1,2009,No,1214.4192,0.604
1258,18.5,No,0.062,No,7.4,1997,No,2059.9852,0.047
1259,14,No,0.06,No,7.68,1997,No,3089.312,0.548
1260,20.3,Yes,0.036,No,10.88,1987,Yes,1095.241,0.875
1261,18.4,Yes,0.099,No,4.69,1987,Yes,1295.6468,0.664
1262,16.6,Yes,0,No,5.94,1997,No,2607.2728,0.254
1263,10,No,0.063,No,11.43,2004,No,3455.502,0.495
1264,16.1,No,0.063,No,8.97,1999,Yes,2345.6134,0.727
1265,19,Yes,0.112,No,5.28,1999,Yes,1905.5196,0.273
1266,17.6,Yes,0.01,No,8.18,2004,No,3086.6488,0.788
1267,9.3,No,0.033,No,7.66,2004,No,4653.942,0.045
1268,6.2,Yes,0.046,No,4.97,1987,Yes,1379.5376,0.592
1269,20.9,Yes,0.098,No,11.2,1997,No,897.4984,0.342
1270,17.1,No,0.047,No,7.07,1997,No,1404.838,0.677
1271,13.2,No,0.038,No,4.32,2009,No,615.1992,0.482
1272,16.5,No,0.094,No,4.79,2004,No,1069.2748,0.628
1273,13.2,Yes,0.023,No,8.01,1999,Yes,4793.76,0.128
1274,19.4,No,0.077,No,5.7,1999,No,1138.518,0.883
1275,16.5,No,0.08,No,5.07,1987,Yes,1948.1308,0.108
1276,21.4,Yes,0.069,No,12.93,2004,No,5206.556,0.043
1277,16,No,0.116,No,2.88,2004,No,173.7738,0.739
1278,20.5,Yes,0.143,No,1.75,1987,Yes,73.238,0.032
1279,19.8,No,0.018,No,9.02,1987,Yes,3415.554,0.475
1280,5.9,Yes,0.004,Yes,7.71,2009,Yes,1384.1982,0.363
1281,11.8,No,0.094,No,6.3,1999,No,1251.704,0.492
1282,17.4,Yes,0,No,5.1,1987,Yes,1821.6288,0.527
1283,12.4,No,0.034,No,9.85,1997,No,5141.3076,0.364
1284,6.2,Yes,0.119,No,13.16,1999,Yes,3418.883,0.904
1285,9.6,Yes,0,No,12.24,2004,No,4374.306,0.49
1286,17.1,No,0.047,No,7.07,1999,Yes,1685.8056,0.485
1287,16,No,0.107,No,9.1,2009,Yes,3453.5046,0.909
1288,15,Yes,0.154,No,5.3,2004,No,1179.1318,0.404
1289,7.4,Yes,0.093,No,12.57,2009,Yes,1004.0264,0.015
1290,17.6,Yes,0.056,No,2.13,1997,No,419.454,0.965
1291,12.7,No,0.156,No,11.98,1997,No,3845.6608,0.398
1292,17.9,Yes,0.044,No,6.36,1997,No,2024.032,0.645
1293,11.2,No,0.008,No,7.52,1987,Yes,1956.1204,0.981
1294,15.7,Yes,0.031,Yes,2.14,2004,No,1168.479,0.344
1295,15.9,Yes,0.057,No,2.67,1997,No,1364.89,0.943
1296,6.6,No,0.076,No,7.29,1999,Yes,3193.1768,0.877
1297,10.9,Yes,0.029,No,5.76,1997,No,2109.2544,0.573
1298,10,Yes,0.1,No,5.69,1999,Yes,3243.7776,0.199
1299,5.9,No,0.096,No,2.19,2004,No,312.2602,0.617
1300,13,Yes,0.042,No,12.73,2004,No,4845.0266,0.119
1301,14.5,No,0.097,No,7.97,1997,No,2705.1454,0.154
1302,13.3,No,0.071,No,3.05,1987,Yes,1592.5936,0.207
1303,19.6,Yes,0.041,No,4.44,1987,Yes,2125.2336,0.405
1304,17.8,Yes,0.035,No,12.41,2004,No,998.7,0.619
1305,12.4,Yes,0.093,No,5.96,1999,Yes,3673.8844,0.212
1306,14.4,Yes,0.017,No,5.49,1987,Yes,2099.9332,0.983
1307,14.8,Yes,0.033,No,11.93,1987,Yes,4278.4308,0.915
1308,12.2,Yes,0.015,No,10.6,1999,Yes,631.1784,0.28
1309,6.6,Yes,0.026,No,6.08,1987,Yes,602.549,0.872
1310,12.6,No,0.074,No,12.78,1997,No,2797.6916,0.887
1311,7.3,Yes,0.093,No,4.64,1987,Yes,2006.7212,0.325
1312,15.1,No,0.02,No,6.53,1999,Yes,908.817,0.13
1313,8.5,No,0.078,No,8.65,1987,Yes,1379.5376,0.925
1314,17.9,Yes,0.018,No,4.85,2009,Yes,1332.9316,0.256
1315,18.3,Yes,0.078,No,12.92,2009,Yes,2848.9582,0.184
1316,17.6,Yes,0.082,No,8.02,1987,Yes,1278.336,0.708
1317,10.9,Yes,0.027,No,5.32,1997,No,1491.392,0.065
1318,14.1,Yes,0.126,No,4.43,2009,Yes,1133.8574,0.403
1319,15.2,No,0.012,No,6.59,2004,No,1186.4556,0.347
1320,17.6,Yes,0.019,No,11.85,2009,Yes,2836.308,0.705
1321,14.6,Yes,0.059,No,8.98,1997,No,3621.952,0.254
1322,10.1,Yes,0.027,No,3.82,2004,No,1761.041,0.348
1323,10.5,Yes,0.071,No,5.96,2004,No,1325.6078,0.797
1324,12.6,Yes,0.007,No,9.35,2004,No,3942.8676,0.228
1325,18.7,Yes,0.046,No,7.68,1997,No,3506.7686,0.084
1326,6,Yes,0.096,No,6.36,2009,Yes,3560.6984,0.804
1327,12.1,Yes,0.115,No,11.07,1997,No,5099.3622,0.713
1328,13,No,0.084,No,9.8,1999,Yes,2570.6538,0.298
1329,7.2,No,0.06,No,6.55,2004,No,2348.9424,0.342
1330,20.9,No,0.062,No,4.41,1997,No,1682.4766,0.545
1331,18.8,Yes,0.034,No,10.79,1999,Yes,4274.436,0.158
1332,7.5,Yes,0.051,No,6.17,1987,Yes,3185.1872,0.821
1333,12.8,No,0.024,No,11.18,1997,No,1800.3232,0.266
1334,11.7,No,0.059,No,8.52,1987,Yes,517.3266,0.807
1335,11.4,No,0,No,5.15,2004,No,2125.2336,0.945
1336,6.5,Yes,0.09,No,4.23,1997,No,601.2174,0.767
1337,7,No,0.138,No,9.14,1999,No,4042.7376,0.544
1338,16,Yes,0.09,No,7.16,1997,No,1701.7848,0.247
1339,13.1,No,0.099,No,9.94,2009,Yes,3153.2288,0.779
1340,11,Yes,0.009,No,5.96,1999,Yes,1696.4584,0.012
1341,9.1,Yes,0.01,No,10.66,1999,Yes,4687.232,0.121
1342,11.5,Yes,0.073,No,9.56,1987,Yes,3036.048,0.222
1343,11.2,Yes,0.073,No,3.34,2004,No,2372.9112,0.296
1344,15.1,No,0.087,No,11.09,1997,No,663.1368,0.033
1345,8.3,No,0.03,No,4.91,1999,Yes,2167.8448,0.732
1346,14.2,No,0.024,No,9.82,1999,No,2749.754,0.733
1347,8.4,No,0.04,No,9.51,1997,No,1904.188,0.987
1348,11.9,No,0.056,No,2.65,1999,Yes,512.666,0.903
1349,19.6,Yes,0.048,No,2.11,2004,No,605.878,0.703
1350,19,No,0.066,No,9.48,1999,No,2826.321,0.384
1351,18.3,Yes,0.076,No,10.65,1999,Yes,3846.9924,0.782
1352,19.9,No,0.021,No,3.18,1999,No,557.2746,0.698
1353,19.6,Yes,0.04,No,8.19,2009,Yes,2960.1468,0.975
1354,13.3,Yes,0.064,No,7.57,1997,No,3611.2992,0.032
1355,10.4,Yes,0.113,No,2.95,2009,Yes,1378.206,0.45
1356,10.5,No,0.013,No,7.19,2004,No,3119.9388,0.867
1357,19.4,Yes,0.118,No,11.24,1997,No,2013.3792,0.485
1358,14.1,Yes,0.067,No,9.95,1987,Yes,4761.8016,0.203
1359,8.6,No,0.04,No,9.44,1997,No,7590.12,0.463
1360,20.5,Yes,0.033,No,1.95,1999,Yes,982.055,0.118
1361,15.1,No,0.096,No,6.72,1999,No,2119.9072,0.727
1362,7.9,Yes,0.01,No,12.54,1987,Yes,5757.8384,0.988
1363,18,Yes,0.124,No,5.93,1997,No,1303.6364,0.153
1364,19.9,Yes,0.054,No,9.86,1997,No,6503.5344,0.051
1365,7.3,Yes,0.093,No,4.57,1997,No,1641.8628,0.592
1366,10.7,No,0.061,No,8.74,2004,No,3339.6528,0.475
1367,20.3,Yes,0.026,No,8.98,1997,No,2535.3664,0.002
1368,11.7,Yes,0.034,No,5.61,2004,No,1018.674,0.231
1369,7.2,Yes,0.058,No,5.79,2004,No,1382.2008,0.102
1370,12.2,Yes,0.015,No,10.5,2004,No,5259.82,0.227
1371,8.6,Yes,0.116,No,4.71,1987,Yes,1512.6976,0.013
1372,6.8,No,0.087,No,5.25,1997,No,2090.612,0.827
1373,10.3,No,0.011,No,4.36,1997,No,1211.756,0.52
1374,8.8,No,0.077,No,5.48,2004,No,1657.842,0.942
1375,20.1,Yes,0.075,No,5.45,2009,Yes,1105.228,0.485
1376,9.7,Yes,0,No,9.26,2004,No,2619.2572,0.12
1377,18.9,Yes,0.168,No,9.73,1997,No,2721.7904,0.362
1378,18.3,Yes,0.054,No,7.05,1999,Yes,6381.693,0.786
1379,5.3,Yes,0,No,5.09,1987,Yes,1120.5414,0.125
1380,8.1,No,0.032,No,7.87,2004,No,1869.5664,0.519
1381,15.1,Yes,0.056,No,6.99,1997,No,1411.496,0.739
1382,9,Yes,0.082,No,10.81,2004,No,4301.068,0.098
1383,8.2,No,0.083,No,2.87,2009,Yes,343.5528,0.083
1384,20.6,No,0.046,No,8.85,1987,Yes,535.3032,0.709
1385,9.3,Yes,0.042,Yes,6.22,1987,Yes,1609.9044,0.802
1386,19.6,Yes,0,No,2.14,1999,Yes,649.155,0.514
1387,11.3,Yes,0.056,No,12.39,2004,No,2223.1062,0.145
1388,15.3,No,0.085,No,10.78,2004,No,4060.7142,0.741
1389,15.2,Yes,0.092,No,11.43,1997,No,1832.2816,0.721
1390,15.4,No,0.113,No,9.54,2004,No,3643.2576,0.136
1391,20.1,No,0.055,No,9.67,2004,No,4247.804,0.577
1392,12.4,Yes,0.093,No,5.94,2004,No,2607.2728,0.502
1393,14.1,Yes,0.09,No,7.01,2009,Yes,846.8976,0.332
1394,16.5,Yes,0.036,No,4.68,1999,Yes,1584.604,0.266
1395,13.6,No,0.044,No,7.84,1997,No,3629.2758,0.449
1396,7.3,Yes,0.028,No,7.25,2004,No,1611.236,0.627
1397,19.7,Yes,0.042,No,5.46,2004,No,2402.2064,0.698
1398,14.2,Yes,0.009,No,9.84,2009,Yes,4517.453,0.094
1399,19,Yes,0.068,No,6.54,2009,Yes,1573.9512,0.775
1400,20.5,Yes,0,No,1.86,2009,Yes,842.237,0.526
1401,7,Yes,0.077,Yes,4.5,1997,No,1277.0044,0.285
1402,15.4,Yes,0.014,No,3.13,2009,Yes,447.4176,0.304
1403,5.8,Yes,0.097,No,8.14,1999,Yes,3574.0144,0.326
1404,9.3,Yes,0.016,No,12.43,2004,No,6474.2392,0.928
1405,9.2,Yes,0.115,No,2.95,2004,No,1853.5872,0.05
1406,9.2,Yes,0.103,No,7.09,1999,Yes,3006.087,0.552
1407,18.7,Yes,0,Yes,2.61,2004,No,467.3916,0.824
1408,8.8,Yes,0.026,No,6.05,2004,No,1949.4624,0.331
1409,8.8,Yes,0.05,No,6.37,2009,Yes,2684.5056,0.365
1410,19.6,Yes,0.024,No,5.16,1987,Yes,736.3748,0.31
1411,8.2,No,0.034,No,3.81,2009,Yes,1279.0018,0.886
1412,18.9,Yes,0.142,No,8.38,2009,Yes,1522.0188,0.317
1413,9.6,Yes,0.007,No,8.23,1999,Yes,2972.1312,0.816
1414,13.4,Yes,0.032,No,3.06,1997,No,433.4358,0.903
1415,11.3,No,0.067,No,13.04,2004,No,4920.9278,0.957
1416,11.5,No,0.021,No,4.25,2009,Yes,865.54,0.081
1417,5.2,Yes,0.043,No,9.8,1999,Yes,2946.165,0.386
1418,12.2,Yes,0.022,No,8.18,1987,Yes,3137.2496,0.737
1419,15.3,Yes,0.027,No,4.33,1999,Yes,1657.1762,0.424
1420,11.8,No,0.107,No,11.08,1987,Yes,3113.2808,0.364
1421,16.8,No,0.008,No,5.18,1997,No,1629.8784,0.794
1422,10.8,No,0.048,No,2.11,1999,Yes,690.4346,0.143
1423,11.8,No,0.107,No,11.02,2004,No,4447.544,0.268
1424,7.8,No,0.034,No,8.44,1999,No,2673.8528,0.836
1425,11.1,No,0.036,No,8.86,1997,No,3339.6528,0.637
1426,12.9,Yes,0,No,1.92,2004,No,502.0132,0.717
1427,10.5,No,0.025,No,10.84,2004,No,3038.7112,0.057
1428,6.1,Yes,0.115,Yes,8.05,1997,No,1288.9888,0.911
1429,9.3,Yes,0.016,No,12.48,2009,Yes,5976.2208,0.612
1430,8.5,Yes,0.052,No,7.15,2004,No,3006.087,0.192
1431,8.6,No,0.054,No,6.44,1987,Yes,1038.648,0.742
1432,14.5,Yes,0.09,No,7.92,1997,No,2693.8268,0.72
1433,6.7,Yes,0.053,No,7.48,1999,Yes,2524.0478,0.078
1434,20.1,No,0.022,No,11.3,1987,Yes,3643.2576,0.24
1435,15.3,No,0.066,No,8.96,1997,No,1438.128,0.457
1436,7.1,Yes,0.023,No,4.87,1997,No,1263.6884,0.548
1437,11.5,Yes,0,No,6.47,1987,Yes,2066.6432,0.149
1438,8.8,Yes,0.021,Yes,7.76,1999,Yes,4016.1056,0.012
1439,5.5,No,0,No,6.46,1997,No,3672.5528,0.328
1440,15.7,No,0.031,No,12.61,1997,No,1258.362,0.087
1441,7.4,Yes,0.093,No,12.6,1987,Yes,4267.1122,0.833
1442,6.8,Yes,0.037,No,2.43,2004,No,291.6204,0.498
1443,11.5,Yes,0.046,No,6.01,2004,No,1540.6612,0.121
1444,17.6,No,0.053,No,2.28,2004,No,1724.422,0.952
1445,7.8,No,0.083,No,1.75,2004,No,645.1602,0.171
1446,18.6,Yes,0.077,No,8.09,1999,Yes,1611.236,0.504
1447,5.7,Yes,0.045,Yes,4.3,1997,No,1116.5466,0.028
1448,12.2,Yes,0.029,No,7.45,1999,Yes,1203.7664,0.062
1449,5.4,No,0.017,No,8.73,1987,Yes,2999.429,0.623
1450,12.1,Yes,0.017,Yes,9.03,1987,Yes,4134.618,0.162
1451,8.4,Yes,0,No,7.28,1987,Yes,3384.2614,0.595
1452,15.8,Yes,0.135,No,5.07,1987,Yes,2097.27,0.756
1453,5.9,Yes,0.046,No,11.08,1987,Yes,6852.4136,0.451
1454,16,Yes,0.099,No,10.52,1997,No,1486.7314,0.679
1455,20.3,Yes,0.014,No,7.45,1997,No,3531.4032,0.35
1456,5.2,Yes,0.037,No,4.17,1999,Yes,1448.7808,0.889
1457,9,Yes,0.079,No,3.86,1987,Yes,1335.5948,0.598
1458,15.6,No,0.046,No,8.41,1999,No,2367.5848,0.931
1459,5.2,No,0.03,No,5.39,2009,No,2011.3818,0.43
1460,18.7,Yes,0.058,No,4.17,1999,Yes,1860.2452,0.556
1461,17.6,Yes,0.016,No,9.13,1997,No,3440.8544,0.97
1462,18.2,Yes,0.163,No,2.18,1987,Yes,1070.6064,0.87
1463,13.2,Yes,0.025,No,8.98,1997,No,1422.1488,0.333
1464,20.4,Yes,0.09,No,13.11,1999,Yes,3139.9128,0.371
1465,7.4,Yes,0.068,No,7.03,2004,No,3704.5112,0.991
1466,19.6,Yes,0.041,No,4.44,1999,Yes,2656.542,0.747
1467,6.3,Yes,0.028,Yes,4.33,1999,Yes,1395.5168,0.93
1468,9.4,Yes,0.159,Yes,11.3,1987,Yes,3621.952,0.292
1469,12.7,Yes,0.042,No,5.32,1987,Yes,2465.4574,0.793
1470,15.5,No,0.026,No,5.12,1987,Yes,922.7988,0.752
1471,8.9,Yes,0.087,Yes,7.67,1999,Yes,1219.7456,0.563
1472,16,Yes,0.099,No,10.54,2004,No,4460.1942,0.538
1473,19.7,Yes,0.053,No,2.75,2009,Yes,1018.674,0.299
1474,20.6,Yes,0.023,No,4.7,2004,No,2816.334,0.776
1475,19.3,Yes,0.108,No,1.62,1997,No,101.8674,0.025
1476,14.2,No,0.024,No,9.92,1997,No,2553.343,0.885
1477,11.8,No,0.026,No,1.98,1997,No,365.5242,0.309
1478,12.9,Yes,0.137,No,7.78,1997,No,4224.501,0.192
1479,4.6,Yes,0.141,No,6.41,1999,Yes,2698.4874,0.275
1480,19.6,Yes,0.024,No,2.43,2009,Yes,425.4462,0.637
1481,9.4,No,0.109,Yes,2.23,1997,No,511.3344,0.786
1482,11.4,No,0.07,No,11.64,2004,No,2812.3392,0.412
1483,19.5,No,0.027,No,7.94,2009,Yes,2556.672,0.077
1484,18.4,No,0.092,No,9.22,1997,No,3504.1054,0.912
1485,11.8,No,0.014,No,9.02,2009,Yes,535.3032,0.523
1486,14,Yes,0.041,No,9.1,1999,Yes,4544.085,0.873
1487,19.7,Yes,0.025,Yes,4.22,1997,No,743.0328,0.883
1488,12.5,Yes,0.081,No,11,1997,No,4848.3556,0.621
1489,7.4,Yes,0.084,No,8.26,1997,No,2840.9686,0.541
1490,6.5,Yes,0.034,No,7.35,1997,No,2956.152,0.228
1491,17.6,Yes,0.058,No,7.73,1987,Yes,1861.5768,0.659
1492,16.1,Yes,0.034,No,12.67,1999,Yes,2797.6916,0.43
1493,15.5,No,0.101,No,9.95,1999,No,2759.0752,0.15
1494,4.8,Yes,0.093,No,6.05,2004,No,2530.7058,0.782
1495,14.6,Yes,0.026,No,9.86,1999,Yes,4761.8016,0.274
1496,6.4,Yes,0.03,No,4.77,2009,Yes,1229.0668,0.959
1497,4.9,No,0.133,No,2.75,1987,Yes,647.1576,0.12
1498,8.1,No,0,No,4.43,1987,Yes,261.6594,0.754
1499,8.4,Yes,0.039,No,4.9,2004,No,1686.4714,0.538
1500,10,Yes,0.021,No,12.51,1997,No,2996.1,0.82
1501,12.4,No,0.186,No,3.86,1987,Yes,2239.7512,0.85
1502,11.3,Yes,0.067,No,9.62,2004,No,2712.4692,0.824
1503,19.5,No,0.031,No,4.29,2004,No,2163.85,0.142
1504,19.7,Yes,0.042,No,5.52,1999,Yes,3275.736,0.793
1505,7.8,No,0.083,No,1.63,1987,Yes,679.116,0.8
1506,15.1,Yes,0.076,No,4.42,2009,Yes,988.713,0.458
1507,11.1,Yes,0.033,No,5.83,2004,No,1540.6612,0.881
1508,8,Yes,0.022,No,5.42,2004,No,3020.0688,0.519
1509,12.2,Yes,0.029,No,7.55,2004,No,2858.9452,0.005
1510,14.1,Yes,0.067,No,10.02,2009,Yes,3968.168,0.862
1511,16.4,Yes,0.021,No,2.61,1999,Yes,934.7832,0.121
1512,19.1,No,0.026,No,7.34,1999,No,1765.7016,0.962
1513,5.2,No,0.044,No,5.14,2009,No,1651.184,0.616
1514,11.8,Yes,0.115,Yes,10.01,1999,Yes,4563.3932,0.965
1515,11.4,No,0.063,No,4.4,1997,No,1494.0552,0.542
1516,20.3,No,0.023,No,12.04,2004,No,7931.6754,0.063
1517,10.1,Yes,0.055,No,9.83,1987,Yes,595.2252,0.235
1518,12,Yes,0.104,No,12.98,1997,No,2603.278,0.571
1519,19,Yes,0.112,No,5.33,1997,No,2117.244,0.107
1520,19.7,Yes,0.025,Yes,4.19,2009,Yes,247.6776,0.856
1521,11.5,Yes,0.173,No,6.45,2004,No,3487.4604,0.422
1522,18.9,Yes,0.043,No,12.72,2009,Yes,2050.664,0.436
1523,6.1,Yes,0.115,Yes,8.08,2004,No,1288.9888,0.265
1524,20.7,Yes,0.17,No,9.22,2004,No,3688.532,0.23
1525,17.6,Yes,0.042,Yes,8.27,2004,No,1644.526,0.392
1526,16,Yes,0.073,No,11.42,1987,Yes,5298.4364,0.027
1527,15.6,Yes,0.117,No,3.91,1997,No,1837.608,0.367
1528,9.3,Yes,0.175,No,5.34,2009,Yes,525.982,0.923
1529,20.2,Yes,0.1,No,9.38,2004,No,3928.8858,0.22
1530,12.2,Yes,0,No,5.96,2004,No,2636.568,0.178
1531,21.4,Yes,0.069,No,13.02,1987,Yes,3644.5892,0.628
1532,20.2,No,0.097,No,8.78,2009,No,6729.9064,0.192
1533,6.6,Yes,0.097,No,9.7,2004,No,2316.984,0.802
1534,19.4,No,0.063,No,8.35,1997,No,3302.368,0.117
1535,8.6,Yes,0.033,No,7.16,1997,No,2127.231,0.717
1536,8.5,Yes,0.052,No,7.11,1987,Yes,2862.94,0.64
1537,14.3,Yes,0.128,No,4.3,2004,No,1022.6688,0.776
1538,14.3,Yes,0.13,No,3.79,1987,Yes,617.8624,0.393
1539,6.8,No,0.047,No,7.75,2004,No,3075.996,0.275
1540,12.7,Yes,0.035,No,11.57,1997,No,2067.309,0.32
1541,11.2,Yes,0.032,No,8.2,2004,No,4769.1254,0.098
1542,19.1,Yes,0.045,No,2.12,1999,Yes,243.6828,0.574
1543,19.6,Yes,0.024,No,2.28,2004,No,945.436,0.662
1544,12.3,Yes,0.009,No,3.69,1997,No,1318.284,0.926
1545,12.9,Yes,0.169,No,2.32,2009,Yes,186.424,0.539
1546,11.4,No,0.043,No,9.9,1987,Yes,995.371,0.473
1547,19,No,0.104,No,11.42,1999,No,905.488,0.676
1548,10.2,No,0.045,No,5.78,2004,No,1874.8928,0.23
1549,18,Yes,0.125,No,5.86,1999,Yes,2133.2232,0.96
1550,7.1,Yes,0.11,No,8.61,2009,Yes,2250.404,0.107
1551,9.8,No,0.056,No,4.23,1997,No,503.3448,0.372
1552,14.7,Yes,0.083,No,8.1,1997,No,4711.2008,0.305
1553,9.7,No,0.129,No,11.2,2009,Yes,5851.0504,0.794
1554,7.8,No,0.083,No,1.79,1999,Yes,611.2044,0.06
1555,12.3,Yes,0.077,No,12.36,2009,Yes,492.692,0.032
1556,16,No,0.099,No,4.45,1987,Yes,1669.8264,0.258
1557,11.5,Yes,0.021,No,6.57,1999,Yes,927.4594,0.387
1558,7.6,No,0.071,No,4.56,1987,Yes,466.06,0.226
1559,17.8,Yes,0.015,No,7.91,1987,Yes,4137.2812,0.127
1560,17.8,Yes,0.074,No,1.74,1999,Yes,207.7296,0.302
1561,7.3,Yes,0.047,No,5.03,1997,No,2463.46,0.678
1562,20.2,No,0.039,No,7.88,1997,No,1095.241,0.705
1563,16,Yes,0.041,No,7.16,1997,No,2258.3936,0.986
1564,9.5,Yes,0.031,No,5.56,1999,Yes,663.1368,0.511
1565,15,No,0.027,No,10.99,1997,No,4863.0032,0.991
1566,7,Yes,0,No,13.13,1987,Yes,6048.793,0.242
1567,19.8,Yes,0.041,No,5.86,1999,Yes,2239.0854,0.275
1568,19.1,Yes,0.045,No,2.02,2009,Yes,527.9794,0.943
1569,13.6,No,0.044,No,7.84,1987,Yes,2840.3028,0.09
1570,5.3,No,0.006,No,4.98,1997,No,1407.5012,0.346
1571,18.2,Yes,0.09,No,9.86,1987,Yes,589.233,0.531
1572,12.2,Yes,0.079,No,1.93,1997,No,796.9626,0.128
1573,17.4,Yes,0.056,No,4.96,1999,Yes,1518.024,0.495
1574,7.2,No,0.038,No,3.12,1999,Yes,885.514,0.971
1575,19.1,Yes,0.039,No,10.46,1997,No,3165.879,0.462
1576,14,No,0.037,No,8.21,1987,Yes,1808.9786,0.543
1577,6.6,No,0.092,No,12.59,2009,Yes,4506.1344,0.365
1578,17,No,0.14,No,13.26,2009,Yes,6359.7216,0.432
1579,8.6,No,0.04,No,9.49,2009,Yes,2846.295,0.723
1580,9.3,Yes,0.044,Yes,9.65,2004,No,6114.7072,0.751
1581,7.3,Yes,0.047,No,4.92,1999,Yes,1576.6144,0.22
1582,11.8,No,0.077,No,1.75,1999,No,373.5138,0.996
1583,16.4,Yes,0,No,9.93,1997,No,1384.1982,0.753
1584,20,Yes,0.034,No,2.19,1997,No,892.172,0.732
1585,5.8,Yes,0,No,8.47,1987,Yes,2376.906,0.96
1586,18.8,Yes,0.01,No,10.42,1987,Yes,2709.1402,0.571
1587,9.5,No,0.104,No,3.89,2004,No,1997.4,0.604
1588,10.5,Yes,0.027,No,8.58,2004,No,2566.659,0.051
1589,20.5,Yes,0.036,No,3.65,2004,No,596.5568,0.988
1590,13.1,No,0.044,No,9.02,2009,Yes,2886.9088,0.245
